job_id,title,company_size,industry,country,city,remote_type,employment_type,experience_level,date_posted
510,Cloud Architect,Startup (1-50),Cybersecurity,Australia,Brisbane,Hybrid,Full-time,Entry,2024-09-28
511,Cloud Architect,Large (1001-5000),Gaming,Netherlands,Amsterdam,On-site,Working Student,Senior,2023-09-20
512,Software Engineer,Medium (201-1000),Logistics,India,Pune,Hybrid,Full-time,Executive,2023-02-14
513,Machine Learning Engineer,Enterprise (5000+),EdTech,France,Toulouse,Remote,Full-time,Senior,2024-06-30
514,Machine Learning Engineer,Large (1001-5000),Gaming,Germany,Berlin,On-site,Full-time,Mid,2024-10-24
515,Software Engineer,Medium (201-1000),E-Commerce,United States,New York,Remote,Full-time,Lead,2023-09-15
516,Business Intelligence Analyst,Medium (201-1000),Gaming,India,Bangalore,Hybrid,Full-time,Mid,2024-03-19
517,Frontend Engineer,Enterprise (5000+),HealthTech,Canada,Toronto,Remote,Part-time,Entry,2024-08-22
518,Backend Engineer,Startup (1-50),Cybersecurity,Germany,Berlin,Remote,Full-time,Executive,2023-03-30
519,Frontend Engineer,Startup (1-50),E-Commerce,France,Lyon,Hybrid,Full-time,Lead,2024-02-05
520,Cloud Architect,Medium (201-1000),Consulting,India,Pune,Hybrid,Working Student,Mid,2023-01-12
521,Data Engineer,Startup (1-50),EdTech,India,Hyderabad,Hybrid,Full-time,Entry,2023-03-29
522,Security Engineer,Small (51-200),EdTech,France,Paris,Hybrid,Full-time,Senior,2023-05-26
523,Machine Learning Engineer,Medium (201-1000),Cybersecurity,United Kingdom,Manchester,Remote,Full-time,Executive,2023-02-25
524,Cloud Architect,Startup (1-50),HealthTech,India,Mumbai,Remote,Full-time,Executive,2023-07-22
525,Backend Engineer,Small (51-200),Automotive,Sweden,Gothenburg,Hybrid,Full-time,Senior,2024-09-26
526,Backend Engineer,Large (1001-5000),Cybersecurity,United States,New York,Hybrid,Full-time,Lead,2023-06-06
527,Backend Engineer,Large (1001-5000),SaaS,Poland,Wroclaw,Remote,Full-time,Senior,2024-12-30
528,iOS Developer,Small (51-200),Logistics,Sweden,Gothenburg,Hybrid,Full-time,Senior,2024-04-18
529,iOS Developer,Enterprise (5000+),HealthTech,Australia,Melbourne,Remote,Full-time,Lead,2023-10-15
530,iOS Developer,Startup (1-50),FinTech,United Kingdom,Manchester,On-site,Contract,Entry,2024-08-18
531,Business Intelligence Analyst,Startup (1-50),EdTech,Poland,Krakow,Hybrid,Full-time,Mid,2024-04-28
532,Backend Engineer,Small (51-200),Automotive,Spain,Madrid,On-site,Full-time,Lead,2023-05-18
533,Product Manager,Large (1001-5000),SaaS,Australia,Brisbane,Hybrid,Full-time,Entry,2024-09-20
534,Product Manager,Large (1001-5000),Cybersecurity,Spain,Madrid,Remote,Full-time,Mid,2024-11-06
535,Backend Engineer,Small (51-200),Automotive,United Kingdom,Bristol,On-site,Full-time,Entry,2024-01-14
536,Cloud Architect,Enterprise (5000+),Logistics,Netherlands,Amsterdam,On-site,Full-time,Mid,2024-04-10
537,Cloud Architect,Startup (1-50),Automotive,Germany,Berlin,Hybrid,Full-time,Senior,2023-09-27
538,Business Intelligence Analyst,Large (1001-5000),HealthTech,Poland,Wroclaw,Hybrid,Full-time,Mid,2024-06-13
539,Machine Learning Engineer,Large (1001-5000),Logistics,France,Lyon,Hybrid,Contract,Executive,2024-05-08
540,Product Manager,Large (1001-5000),Automotive,Poland,Warsaw,Remote,Full-time,Mid,2023-08-05
541,Data Analyst,Enterprise (5000+),SaaS,United Kingdom,Manchester,Hybrid,Full-time,Senior,2024-02-29
542,Data Engineer,Large (1001-5000),Gaming,Canada,Montreal,Hybrid,Full-time,Lead,2023-01-23
543,Data Analyst,Enterprise (5000+),FinTech,Netherlands,Amsterdam,Remote,Full-time,Executive,2024-08-09
544,Data Analyst,Small (51-200),Cybersecurity,United Kingdom,London,Hybrid,Full-time,Senior,2024-10-14
545,Data Engineer,Large (1001-5000),Logistics,Germany,Hamburg,Hybrid,Full-time,Mid,2023-06-24
546,Business Intelligence Analyst,Enterprise (5000+),EdTech,Netherlands,Rotterdam,On-site,Full-time,Mid,2023-09-28
547,DevOps Engineer,Enterprise (5000+),E-Commerce,United Kingdom,Edinburgh,Remote,Full-time,Executive,2023-04-22
548,Product Manager,Large (1001-5000),E-Commerce,Germany,Munich,On-site,Full-time,Executive,2024-05-02
549,Software Engineer,Enterprise (5000+),E-Commerce,Poland,Wroclaw,On-site,Full-time,Executive,2024-09-09
550,Cloud Architect,Enterprise (5000+),EdTech,India,Bangalore,Hybrid,Contract,Lead,2024-03-15
551,Frontend Engineer,Enterprise (5000+),Cybersecurity,Netherlands,Rotterdam,On-site,Working Student,Senior,2023-04-11
552,iOS Developer,Small (51-200),Cybersecurity,Switzerland,Zurich,On-site,Full-time,Lead,2024-07-10
553,Machine Learning Engineer,Startup (1-50),FinTech,Switzerland,Geneva,Hybrid,Full-time,Entry,2024-01-20
554,Security Engineer,Large (1001-5000),Cybersecurity,Spain,Madrid,Hybrid,Full-time,Senior,2023-09-17
555,Frontend Engineer,Medium (201-1000),Gaming,France,Toulouse,Hybrid,Working Student,Executive,2023-07-28
556,Product Manager,Small (51-200),Automotive,Switzerland,Basel,Hybrid,Full-time,Lead,2023-11-11
557,Security Engineer,Small (51-200),SaaS,Poland,Krakow,On-site,Full-time,Lead,2024-04-02
558,Data Engineer,Enterprise (5000+),EdTech,Sweden,Stockholm,Hybrid,Full-time,Mid,2024-09-20
559,Data Analyst,Startup (1-50),Logistics,Sweden,Stockholm,On-site,Contract,Lead,2024-09-06
560,Data Engineer,Small (51-200),Gaming,Switzerland,Zurich,Hybrid,Full-time,Senior,2024-02-15
561,Product Manager,Enterprise (5000+),E-Commerce,Poland,Wroclaw,Remote,Contract,Senior,2024-10-17
562,Software Engineer,Enterprise (5000+),Cybersecurity,Australia,Melbourne,Remote,Full-time,Mid,2024-06-06
563,Business Intelligence Analyst,Startup (1-50),E-Commerce,India,Hyderabad,Hybrid,Full-time,Mid,2023-03-30
564,Backend Engineer,Large (1001-5000),HealthTech,France,Lyon,Hybrid,Full-time,Lead,2023-04-03
565,Security Engineer,Enterprise (5000+),Automotive,India,Pune,Hybrid,Working Student,Executive,2023-08-20
566,DevOps Engineer,Enterprise (5000+),EdTech,Poland,Warsaw,Remote,Full-time,Lead,2023-04-20
567,Product Manager,Medium (201-1000),Automotive,India,Bangalore,On-site,Contract,Senior,2024-07-04
568,Security Engineer,Large (1001-5000),Consulting,Poland,Krakow,Hybrid,Contract,Lead,2024-04-14
569,Business Intelligence Analyst,Large (1001-5000),SaaS,Spain,Barcelona,Remote,Full-time,Entry,2024-11-24
570,Backend Engineer,Medium (201-1000),Automotive,Sweden,Stockholm,Hybrid,Full-time,Lead,2023-09-12
571,Frontend Engineer,Startup (1-50),Consulting,France,Paris,Hybrid,Full-time,Senior,2023-12-29
572,iOS Developer,Small (51-200),SaaS,Netherlands,Utrecht,Hybrid,Full-time,Mid,2023-09-29
573,Machine Learning Engineer,Enterprise (5000+),HealthTech,Netherlands,Amsterdam,Hybrid,Contract,Mid,2023-03-22
574,DevOps Engineer,Startup (1-50),FinTech,Spain,Valencia,On-site,Full-time,Executive,2024-05-08
575,Backend Engineer,Enterprise (5000+),EdTech,Canada,Montreal,On-site,Full-time,Lead,2023-10-14
576,Business Intelligence Analyst,Startup (1-50),EdTech,Switzerland,Zurich,Hybrid,Full-time,Mid,2023-02-03
577,Frontend Engineer,Large (1001-5000),Logistics,India,Pune,On-site,Full-time,Mid,2023-11-20
578,Software Engineer,Large (1001-5000),Cybersecurity,Sweden,Stockholm,Hybrid,Full-time,Mid,2023-09-23
579,Machine Learning Engineer,Large (1001-5000),E-Commerce,United Kingdom,Edinburgh,On-site,Full-time,Senior,2024-05-25
580,Frontend Engineer,Medium (201-1000),E-Commerce,Switzerland,Zurich,On-site,Full-time,Senior,2024-08-08
581,Data Engineer,Small (51-200),SaaS,United Kingdom,Manchester,Hybrid,Contract,Senior,2023-05-30
582,DevOps Engineer,Small (51-200),EdTech,Sweden,Stockholm,Hybrid,Full-time,Entry,2024-06-30
583,DevOps Engineer,Medium (201-1000),Gaming,Sweden,Gothenburg,Hybrid,Full-time,Senior,2023-04-12
584,Software Engineer,Medium (201-1000),Logistics,Sweden,Stockholm,Hybrid,Full-time,Mid,2023-12-09
585,Backend Engineer,Enterprise (5000+),FinTech,France,Lyon,On-site,Full-time,Executive,2024-02-26
586,Cloud Architect,Small (51-200),EdTech,United States,Seattle,Hybrid,Full-time,Executive,2023-06-28
587,Backend Engineer,Large (1001-5000),HealthTech,France,Lyon,On-site,Full-time,Executive,2024-01-26
588,DevOps Engineer,Small (51-200),Gaming,Poland,Krakow,Hybrid,Working Student,Mid,2024-10-08
589,Frontend Engineer,Startup (1-50),Consulting,Poland,Wroclaw,Remote,Full-time,Entry,2024-10-30
590,iOS Developer,Large (1001-5000),Consulting,France,Toulouse,Remote,Full-time,Executive,2024-08-24
591,Frontend Engineer,Small (51-200),SaaS,India,Mumbai,On-site,Full-time,Mid,2024-11-08
592,Security Engineer,Small (51-200),HealthTech,France,Toulouse,Remote,Full-time,Entry,2024-04-29
593,Software Engineer,Enterprise (5000+),Automotive,India,Bangalore,On-site,Full-time,Lead,2024-09-24
594,Cloud Architect,Medium (201-1000),Logistics,United Kingdom,London,Remote,Part-time,Lead,2024-10-03
595,Product Manager,Startup (1-50),Consulting,United Kingdom,Manchester,Remote,Full-time,Mid,2024-05-02
596,iOS Developer,Large (1001-5000),EdTech,Australia,Brisbane,Remote,Working Student,Executive,2023-07-01
597,DevOps Engineer,Large (1001-5000),Automotive,Poland,Wroclaw,Hybrid,Full-time,Executive,2023-12-22
598,Machine Learning Engineer,Large (1001-5000),E-Commerce,Australia,Brisbane,Hybrid,Full-time,Entry,2023-11-07
599,Product Manager,Medium (201-1000),Logistics,Germany,Berlin,Remote,Full-time,Mid,2024-05-03
600,Frontend Engineer,Enterprise (5000+),Consulting,France,Paris,Remote,Full-time,Senior,2023-07-13
601,Frontend Engineer,Small (51-200),Gaming,Switzerland,Basel,Remote,Part-time,Lead,2024-01-23
602,Data Engineer,Small (51-200),Cybersecurity,Netherlands,Rotterdam,Hybrid,Contract,Lead,2024-12-11
603,iOS Developer,Medium (201-1000),E-Commerce,Spain,Barcelona,Hybrid,Contract,Executive,2023-05-20
604,Cloud Architect,Enterprise (5000+),Logistics,France,Paris,Hybrid,Part-time,Lead,2023-07-12
605,Data Analyst,Enterprise (5000+),Automotive,Canada,Toronto,Remote,Working Student,Entry,2023-10-03
606,Security Engineer,Small (51-200),SaaS,United Kingdom,Bristol,Remote,Full-time,Entry,2023-12-17
607,DevOps Engineer,Large (1001-5000),HealthTech,Switzerland,Geneva,Hybrid,Full-time,Senior,2023-05-30
608,Frontend Engineer,Enterprise (5000+),Automotive,Germany,Hamburg,Hybrid,Full-time,Entry,2024-01-26
609,Security Engineer,Large (1001-5000),FinTech,Germany,Berlin,On-site,Full-time,Mid,2023-07-23
610,Data Engineer,Small (51-200),Automotive,Australia,Brisbane,Hybrid,Full-time,Executive,2023-11-27
611,Security Engineer,Enterprise (5000+),Automotive,United Kingdom,London,Remote,Full-time,Executive,2023-07-23
612,Cloud Architect,Startup (1-50),FinTech,Canada,Toronto,Remote,Full-time,Mid,2023-06-21
613,Data Engineer,Small (51-200),Logistics,France,Toulouse,Remote,Full-time,Lead,2024-12-05
614,Backend Engineer,Small (51-200),Cybersecurity,Poland,Warsaw,Remote,Full-time,Entry,2023-12-13
615,Software Engineer,Small (51-200),E-Commerce,Spain,Madrid,Hybrid,Contract,Senior,2024-05-14
616,Product Manager,Large (1001-5000),Gaming,Netherlands,Rotterdam,Hybrid,Full-time,Senior,2024-01-02
617,iOS Developer,Large (1001-5000),EdTech,Sweden,Stockholm,Hybrid,Full-time,Entry,2024-12-14
618,Business Intelligence Analyst,Enterprise (5000+),Automotive,Australia,Sydney,Hybrid,Part-time,Mid,2024-09-05
619,Data Engineer,Small (51-200),EdTech,India,Hyderabad,Hybrid,Contract,Executive,2024-01-11
620,Cloud Architect,Large (1001-5000),Cybersecurity,Australia,Sydney,Hybrid,Contract,Executive,2024-01-08
621,Backend Engineer,Enterprise (5000+),Logistics,Poland,Warsaw,On-site,Full-time,Entry,2024-07-18
622,Backend Engineer,Medium (201-1000),HealthTech,United Kingdom,Edinburgh,Remote,Full-time,Lead,2023-02-14
623,Software Engineer,Startup (1-50),Cybersecurity,United Kingdom,Manchester,Hybrid,Full-time,Mid,2024-10-19
624,DevOps Engineer,Enterprise (5000+),Consulting,Switzerland,Basel,Hybrid,Full-time,Executive,2023-08-15
625,Data Engineer,Small (51-200),HealthTech,Poland,Wroclaw,Hybrid,Working Student,Entry,2024-04-24
626,Backend Engineer,Large (1001-5000),FinTech,Spain,Madrid,On-site,Contract,Executive,2024-09-23
627,Software Engineer,Medium (201-1000),EdTech,France,Toulouse,Remote,Full-time,Entry,2023-04-10
628,Product Manager,Small (51-200),Cybersecurity,United States,New York,Remote,Full-time,Lead,2024-10-02
629,Security Engineer,Enterprise (5000+),Gaming,United Kingdom,Bristol,Hybrid,Full-time,Entry,2023-04-17
630,Product Manager,Enterprise (5000+),Cybersecurity,United Kingdom,Manchester,Hybrid,Full-time,Lead,2024-03-29
631,Product Manager,Medium (201-1000),Consulting,Canada,Vancouver,Hybrid,Full-time,Senior,2024-09-15
632,Product Manager,Large (1001-5000),Automotive,Netherlands,Utrecht,On-site,Working Student,Mid,2024-01-04
633,Frontend Engineer,Startup (1-50),EdTech,Australia,Melbourne,On-site,Full-time,Entry,2023-05-19
634,iOS Developer,Small (51-200),Automotive,France,Paris,On-site,Full-time,Mid,2024-07-20
635,Data Engineer,Large (1001-5000),Consulting,India,Hyderabad,Hybrid,Full-time,Entry,2024-08-19
636,iOS Developer,Startup (1-50),SaaS,Netherlands,Amsterdam,Hybrid,Full-time,Senior,2023-03-21
637,DevOps Engineer,Large (1001-5000),Cybersecurity,Sweden,Gothenburg,On-site,Full-time,Mid,2023-04-08
638,iOS Developer,Enterprise (5000+),Consulting,Poland,Wroclaw,Hybrid,Contract,Entry,2023-12-23
639,Data Engineer,Enterprise (5000+),Gaming,Switzerland,Geneva,On-site,Full-time,Mid,2023-02-25
640,Software Engineer,Enterprise (5000+),SaaS,France,Toulouse,Hybrid,Full-time,Senior,2023-06-06
641,DevOps Engineer,Enterprise (5000+),Automotive,Germany,Frankfurt,Hybrid,Full-time,Executive,2024-02-08
642,Backend Engineer,Large (1001-5000),Gaming,United Kingdom,Manchester,Hybrid,Full-time,Entry,2023-09-26
643,Product Manager,Small (51-200),SaaS,United States,Austin,On-site,Full-time,Lead,2024-05-14
644,Business Intelligence Analyst,Enterprise (5000+),SaaS,Switzerland,Basel,Hybrid,Part-time,Mid,2023-09-06
645,Frontend Engineer,Enterprise (5000+),Gaming,United States,Seattle,Remote,Full-time,Senior,2024-01-10
646,Backend Engineer,Enterprise (5000+),E-Commerce,Canada,Toronto,Hybrid,Contract,Senior,2023-12-25
647,Business Intelligence Analyst,Large (1001-5000),SaaS,Poland,Krakow,Remote,Contract,Mid,2024-12-02
648,Security Engineer,Startup (1-50),Cybersecurity,Canada,Toronto,Hybrid,Full-time,Entry,2023-06-01
649,Backend Engineer,Medium (201-1000),SaaS,France,Paris,Hybrid,Full-time,Entry,2024-07-04
650,Product Manager,Medium (201-1000),E-Commerce,Netherlands,Amsterdam,Hybrid,Full-time,Executive,2024-12-12
651,Frontend Engineer,Enterprise (5000+),Automotive,Sweden,Stockholm,Remote,Full-time,Executive,2023-07-25
652,Software Engineer,Startup (1-50),Consulting,Sweden,Gothenburg,Remote,Full-time,Lead,2023-04-21
653,Cloud Architect,Small (51-200),HealthTech,Germany,Hamburg,On-site,Full-time,Lead,2023-11-20
654,Product Manager,Small (51-200),EdTech,Australia,Brisbane,Remote,Working Student,Entry,2024-12-30
655,Machine Learning Engineer,Medium (201-1000),E-Commerce,Germany,Berlin,Hybrid,Full-time,Executive,2023-01-19
656,Backend Engineer,Medium (201-1000),EdTech,Canada,Montreal,Remote,Working Student,Senior,2023-10-10
657,Frontend Engineer,Enterprise (5000+),Consulting,Germany,Hamburg,On-site,Full-time,Entry,2024-02-07
658,Data Engineer,Enterprise (5000+),SaaS,Spain,Madrid,On-site,Full-time,Lead,2024-03-03
659,Data Analyst,Medium (201-1000),EdTech,Netherlands,Utrecht,On-site,Full-time,Lead,2023-05-15
660,Data Analyst,Enterprise (5000+),E-Commerce,Netherlands,Utrecht,Hybrid,Full-time,Executive,2023-11-13
661,Frontend Engineer,Enterprise (5000+),EdTech,Sweden,Stockholm,On-site,Full-time,Mid,2024-06-29
662,Data Analyst,Small (51-200),Gaming,Sweden,Stockholm,Hybrid,Contract,Senior,2024-02-26
663,Security Engineer,Small (51-200),E-Commerce,France,Lyon,On-site,Full-time,Senior,2023-01-27
664,iOS Developer,Enterprise (5000+),SaaS,Poland,Wroclaw,Hybrid,Full-time,Executive,2024-12-04
665,Data Engineer,Small (51-200),Consulting,Germany,Hamburg,Hybrid,Full-time,Lead,2023-07-08
666,DevOps Engineer,Small (51-200),FinTech,Switzerland,Geneva,Remote,Full-time,Mid,2023-10-04
667,Security Engineer,Small (51-200),Logistics,Switzerland,Zurich,Remote,Working Student,Mid,2024-09-23
668,Backend Engineer,Small (51-200),Cybersecurity,Australia,Brisbane,Hybrid,Contract,Lead,2024-01-25
669,Frontend Engineer,Enterprise (5000+),FinTech,Sweden,Gothenburg,Hybrid,Full-time,Executive,2024-06-17
670,DevOps Engineer,Small (51-200),FinTech,United States,Austin,Hybrid,Full-time,Entry,2024-07-25
671,Cloud Architect,Small (51-200),Automotive,Switzerland,Basel,Remote,Full-time,Entry,2023-10-20
672,Frontend Engineer,Enterprise (5000+),E-Commerce,Australia,Sydney,On-site,Full-time,Senior,2024-04-19
673,Data Engineer,Startup (1-50),EdTech,Spain,Barcelona,Remote,Full-time,Executive,2023-05-19
674,Backend Engineer,Startup (1-50),SaaS,Switzerland,Geneva,Remote,Full-time,Lead,2024-04-10
675,Backend Engineer,Startup (1-50),Consulting,United States,Seattle,Remote,Part-time,Mid,2023-03-29
676,Security Engineer,Enterprise (5000+),Gaming,India,Mumbai,On-site,Full-time,Executive,2023-02-14
677,Business Intelligence Analyst,Small (51-200),FinTech,United Kingdom,Edinburgh,On-site,Full-time,Mid,2024-03-05
678,Security Engineer,Medium (201-1000),E-Commerce,France,Lyon,Hybrid,Full-time,Lead,2023-07-27
679,iOS Developer,Large (1001-5000),FinTech,Germany,Stuttgart,Hybrid,Full-time,Entry,2024-09-14
680,Machine Learning Engineer,Large (1001-5000),Cybersecurity,Australia,Sydney,Hybrid,Full-time,Executive,2024-09-06
681,Product Manager,Enterprise (5000+),SaaS,Germany,Munich,Hybrid,Contract,Senior,2023-02-20
682,Software Engineer,Startup (1-50),Cybersecurity,United Kingdom,Manchester,Remote,Full-time,Senior,2024-09-09
683,Data Engineer,Startup (1-50),Automotive,France,Lyon,Hybrid,Full-time,Entry,2024-09-17
684,Security Engineer,Enterprise (5000+),Logistics,Spain,Valencia,On-site,Full-time,Executive,2024-08-15
685,Data Engineer,Medium (201-1000),HealthTech,Canada,Toronto,Hybrid,Full-time,Senior,2024-03-13
686,iOS Developer,Small (51-200),Consulting,India,Bangalore,Remote,Contract,Lead,2024-06-23
687,Machine Learning Engineer,Enterprise (5000+),EdTech,Switzerland,Basel,Remote,Full-time,Mid,2023-03-31
688,Security Engineer,Medium (201-1000),Automotive,Australia,Brisbane,Hybrid,Contract,Executive,2024-06-22
689,Backend Engineer,Enterprise (5000+),Logistics,Poland,Wroclaw,Hybrid,Full-time,Mid,2024-05-19
690,Security Engineer,Small (51-200),HealthTech,United Kingdom,Manchester,Remote,Full-time,Senior,2023-08-01
691,Frontend Engineer,Medium (201-1000),SaaS,Poland,Krakow,Hybrid,Contract,Entry,2023-01-12
692,Security Engineer,Medium (201-1000),EdTech,Spain,Madrid,On-site,Full-time,Senior,2024-07-17
693,Data Engineer,Medium (201-1000),FinTech,Canada,Toronto,Hybrid,Full-time,Senior,2023-06-29
694,Backend Engineer,Large (1001-5000),Logistics,Netherlands,Rotterdam,On-site,Full-time,Lead,2023-06-09
695,Product Manager,Large (1001-5000),FinTech,Spain,Barcelona,On-site,Full-time,Senior,2024-06-17
696,Security Engineer,Enterprise (5000+),Consulting,France,Toulouse,Hybrid,Full-time,Senior,2023-12-29
697,iOS Developer,Medium (201-1000),E-Commerce,United States,New York,On-site,Full-time,Entry,2024-08-07
698,Data Analyst,Startup (1-50),Consulting,Poland,Krakow,On-site,Contract,Executive,2024-12-27
699,Frontend Engineer,Large (1001-5000),Automotive,Germany,Hamburg,On-site,Full-time,Entry,2023-08-10
700,Data Analyst,Medium (201-1000),HealthTech,India,Pune,On-site,Contract,Entry,2024-03-30
701,DevOps Engineer,Small (51-200),EdTech,India,Bangalore,Remote,Working Student,Executive,2023-11-14
702,Data Engineer,Small (51-200),Gaming,Canada,Toronto,Remote,Full-time,Executive,2024-12-31
703,Software Engineer,Startup (1-50),HealthTech,India,Bangalore,Hybrid,Full-time,Senior,2023-12-08
704,Data Engineer,Medium (201-1000),SaaS,Australia,Sydney,Remote,Contract,Executive,2023-11-25
705,iOS Developer,Enterprise (5000+),HealthTech,Netherlands,Amsterdam,Hybrid,Full-time,Senior,2023-10-07
706,iOS Developer,Startup (1-50),HealthTech,United Kingdom,Manchester,On-site,Full-time,Entry,2023-07-31
707,Product Manager,Medium (201-1000),Automotive,India,Pune,Remote,Part-time,Senior,2024-08-10
708,Data Engineer,Enterprise (5000+),FinTech,Netherlands,Amsterdam,On-site,Full-time,Senior,2023-05-14
709,Cloud Architect,Startup (1-50),Gaming,Germany,Frankfurt,Hybrid,Full-time,Entry,2023-07-03
710,Business Intelligence Analyst,Medium (201-1000),EdTech,Sweden,Gothenburg,Hybrid,Full-time,Senior,2023-03-22
711,Data Analyst,Large (1001-5000),Logistics,Australia,Brisbane,Remote,Full-time,Entry,2024-04-26
712,Data Analyst,Medium (201-1000),Consulting,Netherlands,Amsterdam,On-site,Full-time,Executive,2023-11-29
713,Software Engineer,Large (1001-5000),E-Commerce,Australia,Melbourne,Remote,Full-time,Entry,2023-10-17
714,Business Intelligence Analyst,Enterprise (5000+),HealthTech,Canada,Montreal,Remote,Contract,Mid,2023-11-30
715,iOS Developer,Large (1001-5000),Cybersecurity,India,Bangalore,Hybrid,Full-time,Executive,2023-09-07
716,DevOps Engineer,Startup (1-50),Cybersecurity,India,Hyderabad,Hybrid,Contract,Lead,2024-03-17
717,Backend Engineer,Small (51-200),Cybersecurity,Switzerland,Basel,Remote,Full-time,Executive,2024-05-13
718,Business Intelligence Analyst,Medium (201-1000),E-Commerce,United States,Boston,Hybrid,Contract,Lead,2023-11-12
719,Business Intelligence Analyst,Enterprise (5000+),Logistics,Switzerland,Zurich,On-site,Full-time,Entry,2024-10-22
720,Data Engineer,Small (51-200),FinTech,Spain,Madrid,On-site,Working Student,Mid,2023-05-31
721,DevOps Engineer,Medium (201-1000),SaaS,Spain,Madrid,Hybrid,Full-time,Executive,2023-07-30
722,iOS Developer,Medium (201-1000),Consulting,Spain,Barcelona,On-site,Working Student,Executive,2023-04-02
723,Business Intelligence Analyst,Large (1001-5000),FinTech,Poland,Warsaw,On-site,Contract,Executive,2024-01-14
724,Software Engineer,Medium (201-1000),FinTech,India,Bangalore,Remote,Full-time,Executive,2023-08-29
725,Business Intelligence Analyst,Medium (201-1000),Gaming,Switzerland,Basel,Hybrid,Full-time,Lead,2024-07-12
726,Data Analyst,Small (51-200),Consulting,Netherlands,Utrecht,Remote,Full-time,Lead,2024-03-03
727,Cloud Architect,Small (51-200),E-Commerce,United Kingdom,Edinburgh,Remote,Full-time,Mid,2024-05-13
728,Data Analyst,Small (51-200),Logistics,Spain,Barcelona,Hybrid,Full-time,Entry,2024-12-13
729,Business Intelligence Analyst,Large (1001-5000),Logistics,Poland,Krakow,Hybrid,Full-time,Mid,2024-01-29
730,Data Analyst,Enterprise (5000+),SaaS,Canada,Toronto,Remote,Full-time,Lead,2024-12-30
731,Frontend Engineer,Enterprise (5000+),Cybersecurity,India,Pune,Hybrid,Working Student,Executive,2024-05-09
732,Data Engineer,Large (1001-5000),EdTech,Sweden,Gothenburg,On-site,Full-time,Executive,2023-10-14
733,Data Engineer,Enterprise (5000+),HealthTech,Australia,Brisbane,Remote,Full-time,Executive,2024-12-01
734,Business Intelligence Analyst,Enterprise (5000+),FinTech,Spain,Valencia,Remote,Full-time,Senior,2024-04-25
735,DevOps Engineer,Medium (201-1000),Automotive,Australia,Brisbane,Hybrid,Working Student,Executive,2023-10-24
736,Security Engineer,Medium (201-1000),FinTech,United Kingdom,London,Hybrid,Full-time,Executive,2024-10-06
737,Data Analyst,Startup (1-50),Cybersecurity,Australia,Brisbane,Hybrid,Full-time,Executive,2023-01-28
738,Data Engineer,Enterprise (5000+),Automotive,France,Lyon,Remote,Contract,Mid,2023-05-16
739,iOS Developer,Startup (1-50),Cybersecurity,Poland,Krakow,Hybrid,Full-time,Senior,2023-06-04
740,Backend Engineer,Medium (201-1000),E-Commerce,Spain,Barcelona,On-site,Full-time,Mid,2024-06-24
741,Data Engineer,Enterprise (5000+),Logistics,Germany,Hamburg,On-site,Full-time,Mid,2024-02-27
742,Cloud Architect,Small (51-200),Consulting,Switzerland,Zurich,Remote,Part-time,Lead,2023-02-25
743,Data Engineer,Small (51-200),Logistics,Spain,Barcelona,Hybrid,Full-time,Entry,2024-06-29
744,Cloud Architect,Large (1001-5000),Gaming,Netherlands,Rotterdam,Remote,Full-time,Lead,2023-01-13
745,Frontend Engineer,Enterprise (5000+),EdTech,France,Lyon,Hybrid,Full-time,Senior,2024-10-14
746,Business Intelligence Analyst,Medium (201-1000),Automotive,Canada,Vancouver,Remote,Contract,Senior,2024-11-01
747,DevOps Engineer,Enterprise (5000+),E-Commerce,Poland,Krakow,On-site,Full-time,Mid,2023-11-17
748,Cloud Architect,Startup (1-50),HealthTech,India,Bangalore,Remote,Full-time,Entry,2024-12-02
749,Machine Learning Engineer,Medium (201-1000),HealthTech,Australia,Melbourne,Remote,Full-time,Senior,2023-02-28
750,Machine Learning Engineer,Startup (1-50),Cybersecurity,Poland,Wroclaw,Hybrid,Full-time,Executive,2023-05-14
751,Cloud Architect,Small (51-200),Automotive,Switzerland,Basel,On-site,Full-time,Executive,2023-10-29
752,Data Engineer,Medium (201-1000),Consulting,Australia,Brisbane,On-site,Full-time,Lead,2023-09-21
753,iOS Developer,Large (1001-5000),Automotive,United Kingdom,London,Hybrid,Working Student,Entry,2023-09-29
754,Data Engineer,Small (51-200),Logistics,United Kingdom,Bristol,Hybrid,Full-time,Lead,2023-04-22
755,Machine Learning Engineer,Startup (1-50),HealthTech,United Kingdom,Bristol,On-site,Part-time,Executive,2023-02-05
756,Business Intelligence Analyst,Large (1001-5000),FinTech,United States,San Francisco,Remote,Full-time,Senior,2023-02-08
757,iOS Developer,Medium (201-1000),EdTech,Spain,Barcelona,On-site,Full-time,Mid,2024-12-25
758,Frontend Engineer,Startup (1-50),Logistics,Australia,Melbourne,Hybrid,Full-time,Lead,2023-05-05
759,Backend Engineer,Medium (201-1000),HealthTech,Poland,Wroclaw,Hybrid,Full-time,Senior,2024-01-10
760,Data Engineer,Medium (201-1000),FinTech,India,Pune,Hybrid,Full-time,Lead,2024-01-29
761,iOS Developer,Startup (1-50),HealthTech,Spain,Madrid,Hybrid,Full-time,Lead,2024-10-09
762,Machine Learning Engineer,Startup (1-50),Cybersecurity,Australia,Brisbane,Remote,Part-time,Mid,2023-09-02
763,Data Engineer,Medium (201-1000),Logistics,Australia,Melbourne,Hybrid,Working Student,Executive,2023-01-17
